"film_id","year","length","budget","votes","genre","rating"
25563,1996,105,14.5,238,"Comedy",8.6
40365,2003,85,5.8,16,"Drama",4.2
41521,1986,84,12.2,7,"Drama",3.2
36194,1997,93,11.1,510,"Drama",5.1
33340,1970,88,10.7,12,"Comedy",7.8
25973,1991,93,10.4,6,"Drama",3.4
25560,1982,80,13.3,6,"Drama",4.6
27540,1998,60,11.7,6,"Documentary",7.8
44126,1998,79,11.7,1455,"Animation",4
50913,1990,NA,7.2,13,"Drama",3.9
45328,1967,117,20,147,"Action",7.6
53911,1962,150,10.1,19,"Drama",3.7
46478,2000,101,10.3,23,"Action",4.6
4050,1984,95,12.4,42,"Action",8.7
27841,1962,112,7.5,148,"Drama",3.9
25550,1994,123,7.5,26698,"Drama",3.8
11176,1957,77,12.9,23,"Action",5.4
31243,1985,84,14.5,319,"Comedy",7.9
36733,1968,108,16.9,364,"Comedy",8.5
34167,1999,90,16.1,13,"Action",7.3
5190,1963,80,12.1,6,"Drama",3.1
40284,1951,122,13.6,2191,"Drama",3.9
32972,1990,90,11.1,22,"Documentary",8.6
56289,1934,77,15.2,49,"Comedy",8.3
49884,1974,143,14.9,33,"Action",5.3
41978,1965,108,13,7,"Comedy",4.2
36380,1932,58,14.6,17,"Drama",4.9
40352,2003,99,13.3,33,"Drama",4.2
43352,1944,87,11.3,6,"Action",4.6
8933,1995,176,9.3,27234,"Drama",3.5
17476,1941,97,8.7,79,"Comedy",2.4
7315,1982,94,13.4,12,"Romance",3.1
30364,1972,85,11,7,"Action",4.9
44809,1999,85,15.5,5,"Drama",4.9
38015,1997,103,15.2,154,"Drama",5.1
47467,2005,89,8.9,199,"Action",4.5
40169,1984,85,11.9,80,"Action",4.5
44220,1973,103,12.7,9,"Action",4.7
14746,2002,80,10.2,24,"Action",2.8
46342,1997,100,14.2,175,"Comedy",3.5
35006,1985,98,9.5,9,"Drama",4.6
15147,1953,7,14.3,1260,"Animation",7.7
57585,1997,102,9.7,433,"Action",2.8
30548,2003,5,10.5,812,"Drama",8
42898,2003,90,13.4,77,"Drama",3
21100,2002,17,12.2,21,"Comedy",7.7
957,1970,100,12.9,61,"Drama",2.9
48816,1962,81,10.5,8,"Action",3.4
5897,1931,71,10.5,52,"Action",2.2
22480,1997,95,12.8,15,"Comedy",7.7
35414,1950,93,9.8,133,"Drama",3.1
15032,1997,117,13.5,1086,"Action",7.9
54295,1998,97,11.3,100,"Comedy",7.8
26408,1962,112,11.2,23,"Comedy",4.6
5886,1948,76,11.6,33,"Action",2.1
57266,1964,94,10.8,238,"Action",3.2
39816,1952,8,10,19,"Animation",5.9
31810,2001,23,9.3,6,"Comedy",7.4
31826,1981,87,9.5,5,"Action",4.2
53476,1943,94,9,7,"Comedy",4.9
44047,2003,NA,11.7,5,"Drama",3
12901,1992,5,15.1,6,"Short",7.7
22433,1988,97,13.4,219,"Comedy",8.8
50834,1979,87,10,46,"Drama",5.3
20491,2001,103,14.7,353,"Documentary",7.9
19935,1996,NA,14.6,6,"Documentary",7.4
7475,1966,75,7.4,7,"Comedy",6
7077,1982,135,12.3,5,"Comedy",7.6
54008,1974,110,8.9,10,"Drama",3.5
23994,1939,67,12.2,18,"Drama",5
4471,1978,110,10.6,5,"Action",3.4
21451,1971,121,10.8,32,"Comedy",3.8
47531,1942,67,12.3,63,"Comedy",2.6
35307,2003,74,7.2,23,"Documentary",3
20286,1995,90,15.4,6,"Drama",3.4
25854,2004,189,9.6,10,"Documentary",2.8
43473,1966,NA,11.6,14,"Action",4.6
10641,1933,80,11.8,12,"Comedy",7.4
46115,1976,92,7.7,48,"Action",5.2
7472,1947,92,13.1,296,"Drama",3.2
31535,1994,107,12.5,2901,"Comedy",3.9
14693,2000,93,14.7,12,"Action",1.6
45569,1960,87,10.4,96,"Action",2.5
39083,2000,108,17.2,6,"Drama",3
24594,1997,107,11.2,509,"Comedy",4.6
26520,2004,81,12,9,"Drama",4.3
47211,1966,NA,9.4,15,"Action",3.9
